game_id,title,language,reviews,reviews_positive,reviews_negative,retrieved_date
1203620,Enshrouded,russian,7312,5870,1442,2026-08-10
1203620,Enshrouded,spanish,2939,2723,216,2026-08-10
1203620,Enshrouded,latam,460,426,34,2026-08-10
1203620,Enshrouded,swedish,472,437,35,2026-08-10
1203620,Enshrouded,thai,375,346,29,2026-08-10
1203620,Enshrouded,turkish,1288,1113,175,2026-08-10
1203620,Enshrouded,ukrainian,662,582,80,2026-08-10
1203620,Enshrouded,vietnamese,28,27,1,2026-08-10
962130,Grounded,arabic,0,0,0,2026-08-10
962130,Grounded,bulgarian,24,23,1,2026-08-10
962130,Grounded,schinese,16014,12804,3210,2026-08-10
962130,Grounded,tchinese,634,518,116,2026-08-10
962130,Grounded,czech,360,339,21,2026-08-10
962130,Grounded,danish,235,220,15,2026-08-10
962130,Grounded,dutch,366,342,24,2026-08-10
962130,Grounded,english,50665,46531,4134,2026-08-10
962130,Grounded,finnish,118,110,8,2026-08-10
962130,Grounded,french,2731,2526,205,2026-08-10
962130,Grounded,german,5615,5180,435,2026-08-10
962130,Grounded,greek,30,29,1,2026-08-10
962130,Grounded,hungarian,320,313,7,2026-08-10
962130,Grounded,indonesian,13,13,0,2026-08-10
962130,Grounded,italian,432,411,21,2026-08-10
962130,Grounded,japanese,197,166,31,2026-08-10
962130,Grounded,koreana,2271,1984,287,2026-08-10
962130,Grounded,malay,0,0,0,2026-08-10
962130,Grounded,norwegian,269,258,11,2026-08-10
962130,Grounded,polish,1053,988,65,2026-08-10
962130,Grounded,portuguese,209,204,5,2026-08-10
962130,Grounded,brazilian,2440,2308,132,2026-08-10
962130,Grounded,romanian,34,31,3,2026-08-10
962130,Grounded,russian,6246,5553,693,2026-08-10
962130,Grounded,spanish,2123,1981,142,2026-08-10
962130,Grounded,latam,317,299,18,2026-08-10
962130,Grounded,swedish,439,408,31,2026-08-10
962130,Grounded,thai,747,691,56,2026-08-10
962130,Grounded,turkish,783,712,71,2026-08-10
962130,Grounded,ukrainian,491,449,42,2026-08-10
962130,Grounded,vietnamese,116,103,13,2026-08-10
1641960,Forever Skies,arabic,0,0,0,2026-08-10
1641960,Forever Skies,bulgarian,2,2,0,2026-08-10
1641960,Forever Skies,schinese,844,579,265,2026-08-10
1641960,Forever Skies,tchinese,99,53,46,2026-08-10
1641960,Forever Skies,czech,81,71,10,2026-08-10
1641960,Forever Skies,danish,16,15,1,2026-08-10
1641960,Forever Skies,dutch,26,25,1,2026-08-10
1641960,Forever Skies,english,5306,4204,1102,2026-08-10
1641960,Forever Skies,finnish,7,6,1,2026-08-10
1641960,Forever Skies,french,374,299,75,2026-08-10
1641960,Forever Skies,german,860,695,165,2026-08-10
1641960,Forever Skies,greek,4,4,0,2026-08-10
1641960,Forever Skies,hungarian,24,23,1,2026-08-10
1641960,Forever Skies,indonesian,0,0,0,2026-08-10
1641960,Forever Skies,italian,49,42,7,2026-08-10
1641960,Forever Skies,japanese,83,62,21,2026-08-10
1641960,Forever Skies,koreana,113,80,33,2026-08-10
1641960,Forever Skies,malay,0,0,0,2026-08-10
1641960,Forever Skies,norwegian,10,9,1,2026-08-10
1641960,Forever Skies,polish,175,145,30,2026-08-10
1641960,Forever Skies,portuguese,8,8,0,2026-08-10
1641960,Forever Skies,brazilian,109,94,15,2026-08-10
1641960,Forever Skies,romanian,6,6,0,2026-08-10
1641960,Forever Skies,russian,244,174,70,2026-08-10
1641960,Forever Skies,spanish,217,186,31,2026-08-10
1641960,Forever Skies,latam,24,22,2,2026-08-10
1641960,Forever Skies,swedish,28,23,5,2026-08-10
1641960,Forever Skies,thai,9,8,1,2026-08-10
1641960,Forever Skies,turkish,34,25,9,2026-08-10
1641960,Forever Skies,ukrainian,85,81,4,2026-08-10
1641960,Forever Skies,vietnamese,2,2,0,2026-08-10
1159690,Voidtrain,arabic,0,0,0,2026-08-10
1159690,Voidtrain,bulgarian,1,1,0,2026-08-10
1159690,Voidtrain,schinese,482,170,312,2026-08-10
1159690,Voidtrain,tchinese,27,15,12,2026-08-10
1159690,Voidtrain,czech,35,25,10,2026-08-10
1159690,Voidtrain,danish,14,9,5,2026-08-10
1159690,Voidtrain,dutch,15,15,0,2026-08-10
1159690,Voidtrain,english,4856,3510,1346,2026-08-10
1159690,Voidtrain,finnish,13,11,2,2026-08-10
1159690,Voidtrain,french,317,238,79,2026-08-10
1159690,Voidtrain,german,587,457,130,2026-08-10
1159690,Voidtrain,greek,4,2,2,2026-08-10
1159690,Voidtrain,hungarian,28,27,1,2026-08-10
1159690,Voidtrain,indonesian,0,0,0,2026-08-10
1159690,Voidtrain,italian,28,23,5,2026-08-10
1159690,Voidtrain,japanese,33,22,11,2026-08-10
1159690,Voidtrain,koreana,101,51,50,2026-08-10
1159690,Voidtrain,malay,0,0,0,2026-08-10
1159690,Voidtrain,norwegian,9,6,3,2026-08-10
1159690,Voidtrain,polish,100,78,22,2026-08-10
1159690,Voidtrain,portuguese,7,6,1,2026-08-10
1159690,Voidtrain,brazilian,130,105,25,2026-08-10
1159690,Voidtrain,romanian,4,4,0,2026-08-10
1159690,Voidtrain,russian,2679,2202,477,2026-08-10
1159690,Voidtrain,spanish,118,91,27,2026-08-10
1159690,Voidtrain,latam,28,19,9,2026-08-10
1159690,Voidtrain,swedish,28,20,8,2026-08-10
1159690,Voidtrain,thai,4,3,1,2026-08-10
1159690,Voidtrain,turkish,75,50,25,2026-08-10
1159690,Voidtrain,ukrainian,40,33,7,2026-08-10
1159690,Voidtrain,vietnamese,2,2,0,2026-08-10
251570,7 Days to Die,arabic,0,0,0,2026-08-10
251570,7 Days to Die,bulgarian,98,87,11,2026-08-10
251570,7 Days to Die,schinese,53550,45384,8166,2026-08-10
251570,7 Days to Die,tchinese,2761,2419,342,2026-08-10
251570,7 Days to Die,czech,4291,4008,283,2026-08-10
251570,7 Days to Die,danish,833,767,66,2026-08-10
251570,7 Days to Die,dutch,1162,1051,111,2026-08-10
251570,7 Days to Die,english,187461,156790,30671,2026-08-10
251570,7 Days to Die,finnish,720,639,81,2026-08-10
251570,7 Days to Die,french,9592,8694,898,2026-08-10
251570,7 Days to Die,german,15923,14200,1723,2026-08-10
251570,7 Days to Die,greek,163,149,14,2026-08-10
251570,7 Days to Die,hungarian,909,841,68,2026-08-10
251570,7 Days to Die,indonesian,10,8,2,2026-08-10
251570,7 Days to Die,italian,1123,968,155,2026-08-10
251570,7 Days to Die,japanese,3468,3017,451,2026-08-10
251570,7 Days to Die,koreana,3875,3342,533,2026-08-10
251570,7 Days to Die,malay,1,1,0,2026-08-10
251570,7 Days to Die,norwegian,481,436,45,2026-08-10
251570,7 Days to Die,polish,10261,9380,881,2026-08-10
251570,7 Days to Die,portuguese,803,753,50,2026-08-10
251570,7 Days to Die,brazilian,11394,10482,912,2026-08-10
251570,7 Days to Die,romanian,438,423,15,2026-08-10
251570,7 Days to Die,russian,61014,53976,7038,2026-08-10
251570,7 Days to Die,spanish,19474,18113,1361,2026-08-10
251570,7 Days to Die,latam,2553,2313,240,2026-08-10
251570,7 Days to Die,swedish,1165,1058,107,2026-08-10
251570,7 Days to Die,thai,1483,1360,123,2026-08-10
251570,7 Days to Die,turkish,10084,8833,1251,2026-08-10
251570,7 Days to Die,ukrainian,1926,1749,177,2026-08-10
251570,7 Days to Die,vietnamese,99,88,11,2026-08-10
427410,Abiotic Factor,arabic,0,0,0,2026-08-10
427410,Abiotic Factor,bulgarian,4,4,0,2026-08-10
427410,Abiotic Factor,schinese,6159,5714,445,2026-08-10
427410,Abiotic Factor,tchinese,847,817,30,2026-08-10
427410,Abiotic Factor,czech,112,111,1,2026-08-10
427410,Abiotic Factor,danish,25,23,2,2026-08-10
427410,Abiotic Factor,dutch,51,50,1,2026-08-10
427410,Abiotic Factor,english,37587,36271,1316,2026-08-10
427410,Abiotic Factor,finnish,69,68,1,2026-08-10
427410,Abiotic Factor,french,1066,1036,30,2026-08-10
427410,Abiotic Factor,german,1256,1220,36,2026-08-10
427410,Abiotic Factor,greek,3,3,0,2026-08-10
427410,Abiotic Factor,hungarian,54,53,1,2026-08-10
427410,Abiotic Factor,indonesian,3,3,0,2026-08-10
427410,Abiotic Factor,italian,131,127,4,2026-08-10
427410,Abiotic Factor,japanese,311,280,31,2026-08-10
427410,Abiotic Factor,koreana,577,525,52,2026-08-10
427410,Abiotic Factor,malay,0,0,0,2026-08-10
427410,Abiotic Factor,norwegian,40,40,0,2026-08-10
427410,Abiotic Factor,polish,360,348,12,2026-08-10
427410,Abiotic Factor,portuguese,35,33,2,2026-08-10
427410,Abiotic Factor,brazilian,901,880,21,2026-08-10
427410,Abiotic Factor,romanian,5,4,1,2026-08-10
427410,Abiotic Factor,russian,7229,6824,405,2026-08-10
427410,Abiotic Factor,spanish,485,469,16,2026-08-10
427410,Abiotic Factor,latam,153,147,6,2026-08-10
427410,Abiotic Factor,swedish,64,59,5,2026-08-10
427410,Abiotic Factor,thai,48,48,0,2026-08-10
427410,Abiotic Factor,turkish,185,178,7,2026-08-10
427410,Abiotic Factor,ukrainian,224,212,12,2026-08-10
427410,Abiotic Factor,vietnamese,2,2,0,2026-08-10
1374490,RuneScape: Dragonwilds,arabic,0,0,0,2026-08-10
1374490,RuneScape: Dragonwilds,bulgarian,5,4,1,2026-08-10
1374490,RuneScape: Dragonwilds,schinese,587,255,332,2026-08-10
1374490,RuneScape: Dragonwilds,tchinese,117,66,51,2026-08-10
1374490,RuneScape: Dragonwilds,czech,79,65,14,2026-08-10
1374490,RuneScape: Dragonwilds,danish,67,59,8,2026-08-10
1374490,RuneScape: Dragonwilds,dutch,293,266,27,2026-08-10
1374490,RuneScape: Dragonwilds,english,23561,19356,4205,2026-08-10
1374490,RuneScape: Dragonwilds,finnish,97,87,10,2026-08-10
1374490,RuneScape: Dragonwilds,french,601,487,114,2026-08-10
1374490,RuneScape: Dragonwilds,german,668,491,177,2026-08-10
1374490,RuneScape: Dragonwilds,greek,4,4,0,2026-08-10
1374490,RuneScape: Dragonwilds,hungarian,29,24,5,2026-08-10
1374490,RuneScape: Dragonwilds,indonesian,1,1,0,2026-08-10
1374490,RuneScape: Dragonwilds,italian,96,80,16,2026-08-10
1374490,RuneScape: Dragonwilds,japanese,49,32,17,2026-08-10
1374490,RuneScape: Dragonwilds,koreana,70,42,28,2026-08-10
1374490,RuneScape: Dragonwilds,malay,0,0,0,2026-08-10
1374490,RuneScape: Dragonwilds,norwegian,65,63,2,2026-08-10
1374490,RuneScape: Dragonwilds,polish,106,80,26,2026-08-10
1374490,RuneScape: Dragonwilds,portuguese,54,50,4,2026-08-10
1374490,RuneScape: Dragonwilds,brazilian,922,847,75,2026-08-10
1374490,RuneScape: Dragonwilds,romanian,5,5,0,2026-08-10
1374490,RuneScape: Dragonwilds,russian,364,215,149,2026-08-10
1374490,RuneScape: Dragonwilds,spanish,514,441,73,2026-08-10
1374490,RuneScape: Dragonwilds,latam,126,112,14,2026-08-10
1374490,RuneScape: Dragonwilds,swedish,129,117,12,2026-08-10
1374490,RuneScape: Dragonwilds,thai,13,9,4,2026-08-10
1374490,RuneScape: Dragonwilds,turkish,110,68,42,2026-08-10
1374490,RuneScape: Dragonwilds,ukrainian,32,21,11,2026-08-10
1374490,RuneScape: Dragonwilds,vietnamese,1,0,1,2026-08-10
1645820,SurrounDead,arabic,0,0,0,2026-08-10
1645820,SurrounDead,bulgarian,3,3,0,2026-08-10
1645820,SurrounDead,schinese,547,458,89,2026-08-10
1645820,SurrounDead,tchinese,52,48,4,2026-08-10
1645820,SurrounDead,czech,157,147,10,2026-08-10
1645820,SurrounDead,danish,50,47,3,2026-08-10
1645820,SurrounDead,dutch,94,89,5,2026-08-10
1645820,SurrounDead,english,17086,15515,1571,2026-08-10
1645820,SurrounDead,finnish,41,39,2,2026-08-10
1645820,SurrounDead,french,729,693,36,2026-08-10
1645820,SurrounDead,german,904,851,53,2026-08-10
1645820,SurrounDead,greek,11,11,0,2026-08-10
1645820,SurrounDead,hungarian,64,57,7,2026-08-10
1645820,SurrounDead,indonesian,11,9,2,2026-08-10
1645820,SurrounDead,italian,136,129,7,2026-08-10
1645820,SurrounDead,japanese,248,217,31,2026-08-10
1645820,SurrounDead,koreana,159,133,26,2026-08-10
1645820,SurrounDead,malay,0,0,0,2026-08-10
1645820,SurrounDead,norwegian,34,33,1,2026-08-10
1645820,SurrounDead,polish,402,373,29,2026-08-10
1645820,SurrounDead,portuguese,105,102,3,2026-08-10
1645820,SurrounDead,brazilian,1727,1651,76,2026-08-10
1645820,SurrounDead,romanian,18,16,2,2026-08-10
1645820,SurrounDead,russian,1472,1356,116,2026-08-10
1645820,SurrounDead,spanish,1269,1177,92,2026-08-10
1645820,SurrounDead,latam,244,228,16,2026-08-10
1645820,SurrounDead,swedish,89,79,10,2026-08-10
1645820,SurrounDead,thai,145,143,2,2026-08-10
1645820,SurrounDead,turkish,321,290,31,2026-08-10
1645820,SurrounDead,ukrainian,111,106,5,2026-08-10
1645820,SurrounDead,vietnamese,25,25,0,2026-08-10
221100,DayZ,arabic,1,1,0,2026-08-10
221100,DayZ,bulgarian,204,163,41,2026-08-10
221100,DayZ,schinese,15075,9624,5451,2026-08-10
221100,DayZ,tchinese,756,468,288,2026-08-10
221100,DayZ,czech,5033,4157,876,2026-08-10
221100,DayZ,danish,1154,927,227,2026-08-10
221100,DayZ,dutch,1896,1593,303,2026-08-10
221100,DayZ,english,210610,155820,54790,2026-08-10
221100,DayZ,finnish,1709,1407,302,2026-08-10
221100,DayZ,french,14908,11699,3209,2026-08-10
221100,DayZ,german,25960,19621,6339,2026-08-10
221100,DayZ,greek,469,399,70,2026-08-10
221100,DayZ,hungarian,1978,1690,288,2026-08-10
221100,DayZ,indonesian,3,3,0,2026-08-10
221100,DayZ,italian,2493,1837,656,2026-08-10
221100,DayZ,japanese,677,429,248,2026-08-10
221100,DayZ,koreana,2939,1559,1380,2026-08-10
221100,DayZ,malay,1,1,0,2026-08-10
221100,DayZ,norwegian,1087,905,182,2026-08-10
221100,DayZ,polish,7077,5801,1276,2026-08-10
221100,DayZ,portuguese,2744,2486,258,2026-08-10
221100,DayZ,brazilian,29327,26516,2811,2026-08-10
221100,DayZ,romanian,583,533,50,2026-08-10
221100,DayZ,russian,111003,91454,19549,2026-08-10
221100,DayZ,spanish,15711,13289,2422,2026-08-10
221100,DayZ,latam,1313,1131,182,2026-08-10
221100,DayZ,swedish,2385,2050,335,2026-08-10
221100,DayZ,thai,1262,1058,204,2026-08-10
221100,DayZ,turkish,5663,4105,1558,2026-08-10
221100,DayZ,ukrainian,3088,2703,385,2026-08-10
221100,DayZ,vietnamese,57,48,9,2026-08-10
1149460,ICARUS,arabic,0,0,0,2026-08-10
1149460,ICARUS,bulgarian,19,17,2,2026-08-10
1149460,ICARUS,schinese,3049,1155,1894,2026-08-10
1149460,ICARUS,tchinese,540,287,253,2026-08-10
1149460,ICARUS,czech,418,347,71,2026-08-10
1149460,ICARUS,danish,141,119,22,2026-08-10
1149460,ICARUS,dutch,216,188,28,2026-08-10
1149460,ICARUS,english,37506,28547,8959,2026-08-10
1149460,ICARUS,finnish,111,97,14,2026-08-10
1149460,ICARUS,french,2837,2225,612,2026-08-10
1149460,ICARUS,german,5040,3983,1057,2026-08-10
1149460,ICARUS,greek,46,39,7,2026-08-10
1149460,ICARUS,hungarian,194,160,34,2026-08-10
1149460,ICARUS,indonesian,13,11,2,2026-08-10
1149460,ICARUS,italian,221,175,46,2026-08-10
1149460,ICARUS,japanese,590,362,228,2026-08-10
1149460,ICARUS,koreana,1046,640,406,2026-08-10
1149460,ICARUS,malay,0,0,0,2026-08-10
1149460,ICARUS,norwegian,195,167,28,2026-08-10
1149460,ICARUS,polish,667,542,125,2026-08-10
1149460,ICARUS,portuguese,179,164,15,2026-08-10
1149460,ICARUS,brazilian,2545,2107,438,2026-08-10
1149460,ICARUS,romanian,58,53,5,2026-08-10
1149460,ICARUS,russian,8155,6052,2103,2026-08-10
1149460,ICARUS,spanish,1464,1189,275,2026-08-10
1149460,ICARUS,latam,291,232,59,2026-08-10
1149460,ICARUS,swedish,250,212,38,2026-08-10
1149460,ICARUS,thai,95,73,22,2026-08-10
1149460,ICARUS,turkish,801,564,237,2026-08-10
1149460,ICARUS,ukrainian,281,201,80,2026-08-10
1149460,ICARUS,vietnamese,24,19,5,2026-08-10
1898300,ASKA,arabic,0,0,0,2026-08-10
1898300,ASKA,bulgarian,2,2,0,2026-08-10
1898300,ASKA,schinese,369,228,141,2026-08-10
1898300,ASKA,tchinese,148,95,53,2026-08-10
1898300,ASKA,czech,85,76,9,2026-08-10
1898300,ASKA,danish,33,31,2,2026-08-10
1898300,ASKA,dutch,37,34,3,2026-08-10
1898300,ASKA,english,6371,5105,1266,2026-08-10
1898300,ASKA,finnish,23,20,3,2026-08-10
1898300,ASKA,french,476,399,77,2026-08-10
1898300,ASKA,german,1013,832,181,2026-08-10
1898300,ASKA,greek,7,7,0,2026-08-10
1898300,ASKA,hungarian,33,27,6,2026-08-10
1898300,ASKA,indonesian,1,1,0,2026-08-10
1898300,ASKA,italian,60,50,10,2026-08-10
1898300,ASKA,japanese,118,85,33,2026-08-10
1898300,ASKA,koreana,72,50,22,2026-08-10
1898300,ASKA,malay,0,0,0,2026-08-10
1898300,ASKA,norwegian,36,33,3,2026-08-10
1898300,ASKA,polish,339,287,52,2026-08-10
1898300,ASKA,portuguese,28,26,2,2026-08-10
1898300,ASKA,brazilian,466,404,62,2026-08-10
1898300,ASKA,romanian,15,14,1,2026-08-10
1898300,ASKA,russian,1504,1124,380,2026-08-10
1898300,ASKA,spanish,372,325,47,2026-08-10
1898300,ASKA,latam,46,40,6,2026-08-10
1898300,ASKA,swedish,72,66,6,2026-08-10
1898300,ASKA,thai,22,20,2,2026-08-10
1898300,ASKA,turkish,170,123,47,2026-08-10
1898300,ASKA,ukrainian,102,93,9,2026-08-10
1898300,ASKA,vietnamese,5,5,0,2026-08-10
